season,result,map,team_role,match_length,character,char_role
6,win,hanamura,attack,3.0,mercy,support
6,win,hanamura,attack,3.0,mercy,support
6,win,hanamura,defend,3.0,mercy,support
6,loss,junkertown,attack,7.0,orisa,tank
6,win,volskaya industries,defend,4.0,zen,support
6,win,volskaya industries,attack,2.0,lucio,support
6,loss,king's row,defend,4.0,mercy,support
6,loss,king's row,attack,4.0,mercy,support
6,loss,gibraltar,defend,6.5,zen,support
6,loss,gibraltar,attack,7.0,ana,support
6,loss,gibraltar,attack,8.0,ana,support
6,loss,gibraltar,defend,4.0,zen,support
6,loss,route 66,attack,8.0,d'va,tank
6,loss,route 66,attack,1.0,d'va,tank
6,loss,route 66,defend,1.0,ana,support
6,win,illios,cp,13.5,lucio,support
6,loss,lijiang tower,cp,13.5,lucio,support
6,loss,oasis,cp,10.0,mercy,support
6,loss,horizon,defend,6.5,ana,support
6,loss,horizon,attack,3.5,ana,support
6,loss,horizon,defend,2.0,ana,support
6,loss,horizon,attack,5.0,ana,support
6,win,temple of anubis,attack,8.0,mercy,support
6,win,temple of anubis,defend,8.0,mercy,support
6,win,king's row,defend,4.0,zen,support
7,loss,horizon,defend,2.5,zen,support
7,loss,horizon,attack,8.0,zen,support
7,loss,volskaya industries,attack,7.0,zen,support
7,loss,volskaya industries,defend,6.0,zen,support
7,loss,volskaya industries,defend,3.0,zen,support
7,loss,volskaya industries,attack,4.0,ana,support
7,loss,lijiang tower,cp,8.5,lucio,support
7,loss,eichenwalde,attack,7.0,lucio,support
7,loss,temple of anubis,attack,5.5,zen,support
7,loss,temple of anubis,defend,4.0,ana,support
7,loss,temple of anubis,attack,2.5,zen,support
7,win,king's row,attack,5.0,zen,support
7,win,king's row,defend,8.0,zen,support
7,loss,illios,cp,7.0,zen,support
7,draw,numbani,attack,8.0,zen,support
7,loss,temple of anubis,attack,8.0,zen,support
7,win,volskaya industries,attack,4.0,zen,support
7,win,volskaya industries,defend,4.0,zen,support
7,win,junkertown,attack,6.5,zen,support
7,win,lijiang tower,cp,6.5,lucio,support
7,loss,gibraltar,defend,7.0,zen,support
7,loss,gibraltar,attack,4.0,ana,support
7,loss,dorado,attack,4.0,orisa,tank
7,loss,dorado,defend,2.0,orisa,tank
7,loss,hanamura,attack,4.0,lucio,support
7,loss,hanamura,defend,2.0,mercy,support
7,loss,eichenwalde,attack,8.0,zen,support
7,loss,eichenwalde,defend,6.0,ana,support
7,loss,illios,cp,7.5,ana,support
7,loss,route 66,defend,5.0,d'va,tank
7,loss,volskaya industries,attack,4.0,ana,support
7,loss,volskaya industries,defend,3.0,mercy,support
7,loss,illios,cp,12.5,lucio,support
7,loss,hollywood,defend,8.0,ana,support
7,loss,hollywood,attack,7.0,mercy,support
7,draw,temple of anubis,defend,8.0,zen,support
7,draw,temple of anubis,attack,8.0,ana,support
7,loss,horizon,defend,8.0,zen,support
7,loss,horizon,attack,4.0,zen,support
7,win,gibraltar,attack,8.0,zen,support
7,win,gibraltar,attack,1.0,zen,support
7,win,eichenwalde,attack,4.5,zen,support
7,win,eichenwalde,defend,4.0,ana,support
7,win,oasis,cp,14.0,lucio,support
7,win,junkertown,defend,8.0,zen,support
7,win,junkertown,attack,8.0,ana,support
7,loss,hanamura,defend,4.0,zen,support
7,loss,hanamura,attack,8.0,ana,support
7,win,numbani,attack,4.5,ana,support
7,win,numbani,defend,8.0,ana,support
7,loss,temple of anubis,defend,8.0,mercy,support
7,loss,temple of anubis,attack,8.0,ana,support
7,win,oasis,cp,12.5,lucio,support
7,draw,horizon,attack,5.0,zen,support
7,draw,horizon,defend,2.5,zen,support
7,draw,horizon,attack,3.0,zen,support
7,draw,horizon,defend,5.0,ana,support
7,loss,route 66,attack,7.0,zen,support
7,loss,route 66,defend,4.0,mercy,support
7,loss,numbani,defend,8.0,zen,support
7,loss,numbani,attack,4.0,lucio,support
7,loss,volskaya industries,defend,4.0,zen,support
7,loss,volskaya industries,attack,4.0,mercy,support
7,loss,eichenwalde,defend,6.0,zen,support
7,loss,eichenwalde,attack,7.0,mercy,support
7,win,king's row,defend,8.0,mercy,support
7,win,king's row,attack,5.0,mercy,support
7,loss,route 66,defend,8.0,orisa,tank
7,loss,route 66,attack,8.0,mercy,support
7,loss,temple of anubis,defend,8.0,mercy,support
7,loss,temple of anubis,attack,4.0,mercy,support
7,win,gibraltar,defend,7.0,mercy,support
7,win,gibraltar,attack,7.0,mercy,support
7,loss,numbani,attack,8.0,mercy,support
7,loss,numbani,defend,8.0,mercy,support
7,loss,hanamura,attack,4.0,mercy,support
7,loss,hanamura,defend,1.0,mercy,support
7,win,hollywood,attack,5.0,mercy,support
7,win,hollywood,defend,8.0,mercy,support
7,loss,eichenwalde,attack,8.0,mercy,support
7,loss,eichenwalde,defend,4.0,lucio,support
7,loss,gibraltar,defend,4.0,d'va,tank
7,loss,gibraltar,attack,4.0,mercy,support
7,win,horizon,defend,8.0,mercy,support
7,win,horizon,attack,4.0,mercy,support
7,win,route 66,attack,8.0,mercy,support
7,win,route 66,defend,8.0,mercy,support
7,win,dorado,attack,4.0,mercy,support
7,win,dorado,defend,6.0,mercy,support
7,win,dorado,defend,2.0,mercy,support
7,win,dorado,attack,3.0,mercy,support
7,win,junkertown,attack,8.0,mercy,support
7,win,junkertown,defend,4.0,mercy,support
7,win,eichenwalde,attack,8.0,mercy,support
7,win,eichenwalde,defend,7.0,mercy,support
7,win,hanamura,defend,4.0,mercy,support
7,win,hanamura,attack,4.0,mercy,support
7,win,hanamura,defend,4.0,mercy,support
7,win,hanamura,attack,4.0,mercy,support
7,win,oasis,cp,15.0,mercy,support
7,loss,hollywood,defend,8.0,mercy,support
7,loss,hollywood,attack,4.0,mercy,support
7,loss,temple of anubis,defend,8.0,mercy,support
7,loss,temple of anubis,attack,8.0,mercy,support
7,win,gibraltar,attack,4.0,mercy,support
7,win,gibraltar,defend,4.0,mercy,support
7,loss,horizon,defend,4.0,mercy,support
7,loss,horizon,attack,8.0,mercy,support
7,win,junkertown,attack,7.0,mercy,support
7,win,junkertown,defend,4.0,mercy,support
7,loss,route 66,defend,8.0,mercy,support
7,loss,route 66,attack,4.0,mercy,support
7,loss,temple of anubis,attack,8.0,zen,support
7,loss,temple of anubis,defend,4.0,mercy,support
7,loss,gibraltar,defend,4.5,moira,support
7,loss,oasis,cp,14.0,moira,support
7,win,eichenwalde,attack,4.0,moira,support
7,win,eichenwalde,defend,4.0,mercy,support
7,win,king's row,defend,4.0,mercy,support
7,win,king's row,attack,3.0,moira,support
7,loss,hanamura,defend,2.0,moira,support
7,loss,hanamura,attack,8.0,mercy,support
7,loss,hanamura,defend,4.0,symmetra,damage
7,win,route 66,defend,8.0,mercy,support
7,win,route 66,attack,6.0,moira,support
7,win,volskaya industries,attack,4.0,moira,support
7,win,volskaya industries,defend,8.0,mercy,support
7,win,horizon,attack,5.0,lucio,support
7,win,horizon,defend,4.0,mercy,support
7,loss,dorado,attack,7.0,orisa,tank
7,loss,hollywood,attack,7.0,moira,support
7,loss,hollywood,defend,7.0,orisa,tank
7,win,lijiang tower,cp,11.5,lucio,support
7,loss,gibraltar,defend,7.0,moira,support
7,loss,gibraltar,attack,4.0,moira,support
7,loss,junkertown,defend,8.0,mercy,support
7,loss,junkertown,attack,7.0,moira,support
7,win,oasis,cp,10.5,moira,support
7,win,route 66,defend,4.0,moira,support
7,win,route 66,attack,3.0,moira,support
7,win,lijiang tower,cp,9.5,lucio,support
7,win,volskaya industries,defend,8.0,mercy,support
7,win,volskaya industries,attack,7.0,mercy,support
7,win,eichenwalde,attack,7.0,mercy,support
7,win,eichenwalde,defend,4.0,mercy,support
7,loss,hanamura,attack,2.0,mercy,support
7,loss,hanamura,defend,7.0,mercy,support
7,loss,hanamura,defend,1.0,mercy,support
7,loss,hanamura,attack,6.0,mercy,support
7,win,temple of anubis,defend,8.0,mercy,support
7,win,temple of anubis,attack,6.0,mercy,support
7,win,volskaya industries,attack,8.0,mercy,support
7,win,volskaya industries,defend,4.0,mercy,support
7,loss,nepal,cp,6.0,lucio,support
7,win,junkertown,attack,7.0,mercy,support
7,win,junkertown,defend,4.0,mercy,support
7,loss,hanamura,attack,8.0,mercy,support
7,loss,hanamura,defend,5.0,mercy,support
7,win,temple of anubis,attack,4.0,moira,support
7,win,hollywood,attack,7.0,mercy,support
7,win,hollywood,defend,4.0,mercy,support
7,win,oasis,cp,8.5,mercy,support
7,loss,dorado,attack,8.0,mercy,support
7,loss,dorado,defend,6.0,mercy,support
7,loss,illios,cp,8.0,lucio,support
7,loss,eichenwalde,attack,4.0,moira,support
7,loss,eichenwalde,defend,4.0,moira,support
7,win,hanamura,attack,8.5,moira,support
7,win,hanamura,defend,4.0,moira,support
7,win,hollywood,defend,7.0,mercy,support
7,win,hollywood,attack,7.0,mercy,support
7,loss,horizon,defend,1.5,moira,support
7,loss,horizon,attack,8.0,moira,support
7,win,junkertown,attack,8.0,moira,support
7,win,junkertown,defend,4.0,d'va,tank
7,loss,route 66,attack,7.0,moira,support
7,loss,route 66,defend,7.0,moira,support
7,win,eichenwalde,attack,4.5,moira,support
7,win,eichenwalde,defend,7.0,moira,support
7,win,oasis,cp,8.0,mercy,support
7,loss,lijiang tower,cp,9.0,lucio,support
7,loss,temple of anubis,attack,8.0,mercy,support
7,loss,temple of anubis,defend,8.0,mercy,support
7,win,gibraltar,defend,4.0,moira,support
7,win,gibraltar,attack,2.0,moira,support
7,win,eichenwalde,defend,8.0,moira,support
7,win,eichenwalde,attack,8.0,moira,support
7,win,eichenwalde,defend,1.0,mercy,support
7,win,eichenwalde,attack,1.0,moira,support
7,win,nepal,cp,13.5,moira,support
7,loss,king's row,defend,4.5,moira,support
7,loss,king's row,attack,8.0,moira,support
7,loss,king's row,defend,3.0,moira,support
7,loss,eichenwalde,attack,8.0,ana,support
7,loss,eichenwalde,defend,7.5,ana,support
7,loss,hanamura,attack,8.0,moira,support
7,loss,hanamura,defend,4.0,moira,support
7,win,volskaya industries,attack,2.0,zen,support
7,win,volskaya industries,defend,8.0,zen,support
7,loss,nepal,cp,10.0,moira,support
7,win,junkertown,attack,7.0,moira,support
7,win,junkertown,defend,7.0,moira,support
7,win,gibraltar,attack,6.0,moira,support
7,win,gibraltar,defend,4.0,moira,support
7,loss,eichenwalde,attack,7.0,moira,support
7,loss,eichenwalde,defend,7.0,moira,support
7,loss,dorado,attack,8.0,moira,support
7,loss,dorado,defend,7.0,moira,support
7,win,king's row,attack,6.0,moira,support
7,win,king's row,defend,6.5,moira,support
7,win,king's row,defend,1.5,moira,support
7,win,king's row,attack,0.5,moira,support
7,win,lijiang tower,cp,10.0,moira,support
7,draw,hanamura,attack,4.0,mercy,support
7,draw,hanamura,defend,5.0,mercy,support
7,draw,hanamura,defend,3.0,mercy,support
7,draw,hanamura,attack,4.0,mercy,support
7,win,numbani,attack,8.0,moira,support
7,win,numbani,defend,4.0,moira,support
7,loss,eichenwalde,defend,5.5,moira,support
7,loss,eichenwalde,attack,8.0,moira,support
7,loss,junkertown,defend,6.0,moira,support
7,loss,junkertown,attack,7.0,moira,support
7,loss,route 66,defend,8.0,mercy,support
7,loss,route 66,attack,8.0,mercy,support
7,loss,horizon,defend,2.5,moira,support
7,loss,horizon,attack,8.0,moira,support
7,win,volskaya industries,attack,3.0,moira,support
7,win,volskaya industries,defend,8.0,moira,support
7,win,numbani,attack,8.0,moira,support
7,win,numbani,defend,8.0,moira,support
7,win,king's row,attack,4.0,moira,support
7,win,king's row,defend,4.0,mercy,support
7,win,horizon,defend,4.0,mercy,support
7,win,horizon,attack,4.0,mercy,support
7,loss,eichenwalde,attack,8.0,moira,support
7,loss,eichenwalde,defend,6.0,mercy,support
7,win,temple of anubis,attack,8.0,moira,support
7,win,temple of anubis,defend,8.0,moira,support
7,loss,hanamura,defend,4.0,mercy,support
7,loss,hanamura,attack,8.0,zen,support
7,loss,junkertown,defend,8.0,moira,support
7,loss,junkertown,attack,4.0,moira,support
7,loss,horizon,attack,6.0,moira,support
7,loss,horizon,defend,4.0,mercy,support
7,loss,horizon,defend,2.5,moira,support
7,loss,horizon,attack,4.0,moira,support
7,loss,eichenwalde,defend,7.0,moira,support
7,loss,eichenwalde,attack,7.0,moira,support
7,loss,volskaya industries,defend,6.5,moira,support
7,loss,volskaya industries,attack,7.0,moira,support
7,loss,volskaya industries,attack,2.0,lucio,support
7,loss,volskaya industries,defend,2.5,ana,support
7,win,numbani,defend,8.0,mercy,support
7,win,numbani,attack,7.0,moira,support
7,loss,hollywood,defend,8.0,mercy,support
7,loss,hollywood,attack,7.0,moira,support
7,win,king's row,attack,6.0,mercy,support
7,win,king's row,defend,8.0,mercy,support
7,loss,route 66,defend,8.0,mercy,support
7,loss,route 66,attack,4.0,mercy,support
7,win,junkertown,defend,8.0,mercy,support
7,win,junkertown,attack,8.0,mercy,support
7,loss,volskaya industries,defend,4.5,moira,support
7,loss,volskaya industries,attack,3.5,mercy,support
7,loss,volskaya industries,defend,3.0,moira,support
7,loss,volskaya industries,attack,4.5,ana,support
7,win,illios,cp,7.5,lucio,support
7,win,eichenwalde,attack,5.5,moira,support
7,win,eichenwalde,defend,8.0,moira,support
7,loss,gibraltar,attack,7.0,moira,support
7,win,lijiang tower,cp,6.5,lucio,support
7,win,illios,cp,14.0,lucio,support
7,win,numbani,defend,4.0,mercy,support
7,win,numbani,attack,3.0,mercy,support
7,loss,hollywood,defend,8.0,mercy,support
7,loss,hollywood,attack,7.0,moira,support
7,win,dorado,attack,3.0,moira,support
7,win,dorado,defend,8.0,moira,support
7,win,volskaya industries,defend,4.0,mercy,support
7,win,volskaya industries,attack,4.0,mercy,support
7,win,king's row,defend,4.0,mercy,support
7,win,temple of anubis,defend,8.0,mercy,support
7,win,temple of anubis,attack,1.5,mercy,support
7,win,temple of anubis,defend,0.5,mercy,support
7,win,temple of anubis,attack,4.0,mercy,support
7,loss,junkertown,attack,4.0,moira,support
7,loss,junkertown,defend,3.0,moira,support
7,loss,horizon,defend,4.0,mercy,support
7,loss,horizon,attack,4.0,moira,support
7,loss,eichenwalde,defend,7.5,moira,support
7,loss,eichenwalde,attack,7.5,moira,support
7,loss,eichenwalde,attack,4.0,moira,support
7,loss,eichenwalde,defend,4.0,moira,support
7,loss,gibraltar,defend,8.0,mercy,support
7,loss,gibraltar,attack,8.0,mercy,support
7,win,temple of anubis,defend,4.0,mercy,support
7,win,temple of anubis,attack,4.0,mercy,support
7,loss,hanamura,defend,3.5,mercy,support
7,loss,hanamura,attack,7.5,mercy,support
7,loss,hanamura,attack,1.5,mercy,support
7,loss,hanamura,defend,3.5,mercy,support
7,loss,gibraltar,defend,8.0,mercy,support
7,loss,gibraltar,attack,4.0,moira,support
7,win,route 66,defend,4.0,moira,support
7,win,route 66,attack,2.0,moira,support
7,loss,numbani,defend,4.5,moira,support
7,loss,junkertown,defend,8.0,mercy,support
7,loss,junkertown,attack,4.0,mercy,support
7,loss,numbani,attack,8.0,mercy,support
7,loss,numbani,defend,7.0,mercy,support
7,loss,eichenwalde,attack,4.0,mercy,support
7,loss,eichenwalde,defend,5.0,mercy,support
7,win,illios,cp,10.0,lucio,support
7,win,horizon,attack,3.5,moira,support
7,win,horizon,defend,3.5,moira,support
7,win,horizon,defend,4.5,moira,support
7,win,horizon,attack,2.0,moira,support
7,loss,hollywood,defend,4.5,moira,support
7,loss,hollywood,attack,7.0,moira,support
7,win,gibraltar,defend,4.0,moira,support
7,win,gibraltar,attack,2.0,moira,support
7,loss,volskaya industries,attack,8.0,moira,support
7,loss,volskaya industries,defend,3.0,mercy,support
7,loss,route 66,attack,8.0,moira,support
7,loss,route 66,defend,8.0,moira,support
7,loss,route 66,attack,1.0,lucio,support
7,loss,route 66,defend,1.0,moira,support
7,loss,temple of anubis,attack,8.0,mercy,support
7,loss,temple of anubis,defend,6.0,d'va,tank
7,win,volskaya industries,attack,3.0,mercy,support
7,win,junkertown,attack,6.5,mercy,support
7,win,junkertown,defend,6.0,roadhog,tank
7,win,junkertown,attack,6.0,mercy,support
7,win,junkertown,defend,3.0,mercy,support
7,win,numbani,defend,8.0,moira,support
7,win,numbani,attack,7.0,mercy,support
7,win,numbani,defend,1.0,mercy,support
7,win,numbani,attack,1.0,mercy,support
7,loss,hanamura,defend,3.5,mercy,support
7,loss,hanamura,attack,7.5,orisa,tank
7,loss,hanamura,attack,1.0,mercy,support
7,loss,hanamura,defend,4.0,mercy,support
7,loss,temple of anubis,attack,8.0,moira,support
7,loss,temple of anubis,defend,7.0,moira,support
7,draw,eichenwalde,defend,4.0,moira,support
7,draw,eichenwalde,attack,4.0,moira,support
7,win,horizon,attack,2.5,moira,support
7,win,horizon,defend,4.0,moira,support
7,win,gibraltar,defend,8.0,mercy,support
7,win,gibraltar,attack,7.0,mercy,support
7,win,gibraltar,defend,5.0,moira,support
7,win,gibraltar,attack,7.0,moira,support
7,win,illios,cp,6.5,lucio,support
7,loss,oasis,cp,10.0,moira,support
7,loss,nepal,cp,14.0,moira,support
7,win,numbani,attack,8.0,moira,support
7,win,numbani,defend,8.0,mercy,support
7,win,illios,cp,10.0,lucio,support
7,win,king's row,defend,7.0,mercy,support
7,win,king's row,attack,6.0,mercy,support
7,win,volskaya industries,defend,3.0,moira,support
7,win,volskaya industries,attack,3.5,moira,support
7,win,horizon,defend,2.5,moira,support
7,win,horizon,attack,5.0,mercy,support
7,win,horizon,attack,3.0,mercy,support
7,win,horizon,defend,4.0,mercy,support
7,win,horizon,attack,1.0,mercy,support
7,win,horizon,defend,1.0,mercy,support
7,loss,numbani,defend,4.0,moira,support
7,loss,numbani,attack,8.0,mercy,support
7,loss,eichenwalde,attack,4.0,mercy,support
7,loss,eichenwalde,defend,3.0,mercy,support
7,loss,hanamura,attack,8.0,moira,support
7,loss,hanamura,defend,4.0,moira,support
7,loss,hanamura,defend,3.0,mercy,support
7,win,temple of anubis,defend,7.0,moira,support
7,win,temple of anubis,attack,5.5,moira,support
7,win,temple of anubis,defend,1.5,moira,support
7,win,temple of anubis,attack,3.0,moira,support
7,win,dorado,attack,8.0,mercy,support
7,win,dorado,defend,8.0,mercy,support
7,win,nepal,cp,6.0,moira,support
7,win,temple of anubis,attack,2.5,moira,support
7,win,temple of anubis,defend,8.0,moira,support
7,loss,hanamura,attack,4.0,moira,support
7,loss,hanamura,defend,3.0,moira,support
7,loss,junkertown,attack,8.0,moira,support
7,loss,junkertown,defend,7.5,moira,support
7,loss,illios,cp,12.0,lucio,support
7,loss,dorado,attack,7.0,moira,support
7,loss,dorado,defend,5.0,zen,support
7,loss,route 66,attack,8.0,zen,support
7,loss,oasis,cp,10.0,mercy,support
7,loss,hollywood,attack,4.0,moira,support
7,loss,hollywood,defend,2.0,moira,support
7,loss,gibraltar,defend,7.0,mercy,support
7,loss,gibraltar,attack,4.0,mercy,support
7,win,hanamura,attack,8.0,mercy,support
7,win,hanamura,defend,4.0,mercy,support
7,win,numbani,attack,8.0,mercy,support
7,win,numbani,defend,7.0,mercy,support
7,loss,horizon,defend,4.5,mercy,support
7,loss,horizon,attack,8.0,mercy,support
7,win,illios,cp,10.0,mercy,support
